formula,nombre,tipo_compuesto,descripcion,geometria_molecular,reacciones_tipicas,n_elementos,total_atomos,masa_molar,n_H,n_C,n_N,n_O,n_S,n_P,n_halogen,n_metal,n_nonmetal,hc_ratio,ho_ratio,co_ratio,no_ratio,tiene_OH,tiene_COOH,tiene_CO3,tiene_SO4,tiene_NO3,tiene_NO2,tiene_PO4,tiene_NH,es_diatomica,es_homoatomica,es_acido,es_base,es_sal,es_oxido,es_organica,tiene_carbono,tiene_nitrogeno,tiene_oxigeno,tiene_fosforo,tiene_azufre,tiene_metal,n_tipos_metal,oxido_Fe_tipo,es_Fe_oxido_III,es_Fe_oxido_II_III,es_nitrato,es_nitrito,es_fluoruro,es_cloruro,es_bromuro,es_yoduro,ratio_O_total,ratio_metal_total,es_oxoacido,es_anhidrido,n_enlaces_estimados,tipo_enlace,es_geometria_lineal,n_atomos_3d,n_bonds_3d,spread_3d,max_dist_3d,es_lineal_3d,tiene_coords_3d,bond_ratio_3d,centroide_x,centroide_y,centroide_z
NaI,Yoduro de sodio,Haluro,Sal yodada. Tiroides.,Iónico,,2,2,149.894,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.5,0,0,1,iónico,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
KNO₃,Nitrato de potasio,Nitrato/Nitrito,Salitre. Pólvora. Fertilizante.,Trigonal plana / Angular,,3,5,101.102,0,0,1,3,0,0,0,1,4,0.0,0.0,0.0,0.3333,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
NaNO₃,Nitrato de sodio,Nitrato/Nitrito,Chile salitre. Conservante E251.,Trigonal plana / Angular,,3,5,84.994,0,0,1,3,0,0,0,1,4,0.0,0.0,0.0,0.3333,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Ca(NO₃)₂,Nitrato de calcio,Nitrato/Nitrito,Fertilizante soluble de liberación rápida.,Trigonal plana / Angular,,3,9,164.086,0,0,2,6,0,0,0,1,8,0.0,0.0,0.0,0.3333,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6667,0.1111,0,0,8,iónico,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
NaNO₂,Nitrito de sodio,Nitrato/Nitrito,Conservante de carnes. E250.,Trigonal plana / Angular,,3,4,68.995,0,0,1,2,0,0,0,1,3,0.0,0.0,0.0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.5,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
KNO₂,Nitrito de potasio,Nitrato/Nitrito,Conservante. Síntesis orgánica.,Trigonal plana / Angular,,3,4,85.103,0,0,1,2,0,0,0,1,3,0.0,0.0,0.0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.5,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
Na₃PO₄,Fosfato trisódico,Fosfato,Detergente. Limpiador industrial.,Tetraédrico (PO₄),,3,8,163.94,0,0,0,4,0,1,0,3,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.375,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
Ca₃(PO₄)₂,Fosfato tricálcico,Fosfato,Mineral de huesos (apatita).,Tetraédrico (PO₄),,3,13,310.174,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
K₃PO₄,Fosfato tripotásico,Fosfato,Tampón. Fertilizante.,Tetraédrico (PO₄),,3,8,212.264,0,0,0,4,0,1,0,3,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.375,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
Na₂S,Sulfuro de sodio,Sulfuro,Curtido de cuero. Fotografía.,Iónico / Angular,,2,3,78.04,0,0,0,0,1,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.6667,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
FeS,Sulfuro de hierro II,Sulfuro,Mineral pirita. Semiconductor.,Iónico / Angular,,2,2,87.905,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.5,0,0,1,iónico,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
FeS₂,Disulfuro de hierro,Sulfuro,Pirita (oro de los tontos).,Iónico / Angular,,2,3,119.965,0,0,0,0,2,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
ZnS,Sulfuro de zinc,Sulfuro,Esfalerita. Pantallas fluorescentes.,Iónico / Angular,,2,2,97.44,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.5,0,0,1,iónico,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
PbS,Sulfuro de plomo,Sulfuro,Galena. Mineral de plomo principal.,Iónico / Angular,,2,2,239.26,0,0,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.5,0,0,1,iónico,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
CuS,Sulfuro de cobre II,Sulfuro,Covelita. Semiconductor.,Iónico / Angular,,2,2,95.606,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.5,0,0,1,iónico,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
CH₃CH₃,Etano,Alcano,Alcano C2. Componente de GLP.,Tetraédrico,,2,8,30.07,6,2,0,0,0,0,0,0,8,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,7,covalente_polar,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
CH₃CH₂CH₃,Propano,Alcano,Gas LP. Combustible doméstico.,Tetraédrico,,2,11,44.097,8,3,0,0,0,0,0,0,11,2.667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,10,covalente_polar,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
C₄H₁₀,Butano,Alcano,Gas de encendedores. GLP.,Tetraédrico,,2,14,58.124,10,4,0,0,0,0,0,0,14,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,13,covalente_polar,0,14,13,0.0,0.0,0,0,0.9286,0.0,0.0,0.0
C₅H₁₂,Pentano,Alcano,Disolvente. Punto de ebullición bajo.,Tetraédrico,,2,17,72.151,12,5,0,0,0,0,0,0,17,2.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,16,covalente_polar,0,17,16,0.0,0.0,0,0,0.9412,0.0,0.0,0.0
C₆H₁₄,Hexano,Alcano,Disolvente industrial. Extracción.,Tetraédrico,,2,20,86.178,14,6,0,0,0,0,0,0,20,2.333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,19,covalente_polar,0,20,19,0.0,0.0,0,0,0.95,0.0,0.0,0.0
C₈H₁₈,Octano,Alcano,Referencia de octanaje. Gasolina.,Tetraédrico,,2,26,114.232,18,8,0,0,0,0,0,0,26,2.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,25,covalente_polar,0,26,25,0.0,0.0,0,0,0.9615,0.0,0.0,0.0
C₂H₄,Etileno,Alqueno/Alquino,Base del polietileno. Hormona vegetal.,Trigonal plana / Lineal,,2,6,28.054,4,2,0,0,0,0,0,0,6,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,covalente_polar,0,6,5,1.7225,3.072,0,1,0.8333,0.0,0.0,0.0
C₃H₆,Propileno,Alqueno/Alquino,Base del polipropileno.,Trigonal plana / Lineal,,2,9,42.081,6,3,0,0,0,0,0,0,9,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,covalente_polar,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
C₂H₂,Acetileno,Alqueno/Alquino,Soldadura. Llama de 3500°C.,Trigonal plana / Lineal,,2,4,26.038,2,2,0,0,0,0,0,0,4,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,covalente_polar,0,4,3,1.5578,3.32,0,1,0.75,0.0,0.0,0.0
C₄H₆,"1,3-Butadieno",Alqueno/Alquino,Caucho sintético. SBR.,Trigonal plana / Lineal,,2,10,54.092,6,4,0,0,0,0,0,0,10,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,9,covalente_polar,0,10,9,0.0,0.0,0,0,0.9,0.0,0.0,0.0
CH₃OH,Metanol,Alcohol,Alcohol de madera. Tóxico. Combustible.,Tetraédrico,,3,6,32.042,4,1,0,1,0,0,0,0,6,4.0,4.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.0,0,0,5,covalente_polar_H,0,6,5,1.6205,2.9009,0,1,0.8333,0.2733,0.1483,0.0
C₂H₅OH,Etanol,Alcohol,Alcohol etílico. Bebidas. Biocombustible.,Tetraédrico,,3,9,46.069,6,2,0,1,0,0,0,0,9,3.0,6.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.0,0,0,8,covalente_polar_H,0,9,8,2.3792,4.0775,0,1,0.8889,-0.3022,0.5822,0.2267
C₃H₇OH,Propanol,Alcohol,Antiséptico. Disolvente.,Tetraédrico,,3,12,60.096,8,3,0,1,0,0,0,0,12,2.667,8.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0.0,0,0,11,covalente_polar_H,0,12,11,0.0,0.0,0,0,0.9167,0.0,0.0,0.0
C₄H₉OH,Butanol,Alcohol,Biocombustible. Disolvente industrial.,Tetraédrico,,3,15,74.123,10,4,0,1,0,0,0,0,15,2.5,10.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0.0,0,0,14,covalente_polar_H,0,15,14,0.0,0.0,0,0,0.9333,0.0,0.0,0.0
C₆H₅OH,Fenol,Alcohol,Ácido carbólico. Desinfectante.,Tetraédrico,,3,13,94.113,6,6,0,1,0,0,0,0,13,1.0,6.0,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.0,0,0,12,covalente_polar_H,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
HCHO,Formaldehído,Compuesto carbonílico,Conservante. Síntesis de resinas.,Trigonal plana,,3,4,30.026,2,1,0,1,0,0,0,0,4,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0,0,3,covalente_polar_H,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
CH₃CHO,Acetaldehído,Compuesto carbonílico,Intermedio metabólico. Resaca.,Trigonal plana,,3,7,44.053,4,2,0,1,0,0,0,0,7,2.0,4.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0.0,0,0,6,covalente_polar_H,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
CH₃COCH₃,Acetona,Compuesto carbonílico,Disolvente universal. Quitaesmaltes.,Trigonal plana,,3,10,58.08,6,3,0,1,0,0,0,0,10,2.0,6.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0,0,9,covalente_polar_H,0,10,9,2.6666,4.2052,0,1,0.9,1.167,-0.376,0.09
C₆H₅CHO,Benzaldehído,Compuesto carbonílico,Aroma de almendra. Colorantes.,Trigonal plana,,3,14,106.124,6,7,0,1,0,0,0,0,14,0.857,6.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714,0.0,0,0,13,covalente_polar_H,0,14,13,0.0,0.0,0,0,0.9286,0.0,0.0,0.0
CH₂(NH₂)COOH,Glicina,Aminoácido,El aminoácido más simple.,Tetraédrico,,4,10,75.067,5,2,1,2,0,0,0,0,10,2.5,2.5,1.0,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0,0,9,covalente_polar_H,0,10,9,0.0,0.0,0,0,0.9,0.0,0.0,0.0
C₃H₇NO₂,Alanina,Aminoácido,Aminoácido no esencial.,Tetraédrico,,4,13,89.094,7,3,1,2,0,0,0,0,13,2.333,3.5,1.5,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1538,0.0,0,0,12,covalente_polar_H,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
C₆H₁₂O₆,Glucosa,Carbohidrato,Azúcar simple. Fuente de energía.,Tetraédrico,,3,24,180.156,12,6,0,6,0,0,0,0,24,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0,0,23,covalente_polar_H,0,22,21,6.4656,7.0457,0,1,0.9545,-0.2055,0.2341,-0.4918
C₁₂H₂₂O₁₁,Sacarosa,Carbohidrato,Azúcar de mesa. Disacárido.,Tetraédrico,,3,45,342.297,22,12,0,11,0,0,0,0,45,1.833,2.0,1.091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2444,0.0,0,0,44,covalente_polar_H,0,45,44,0.0,0.0,0,0,0.9778,0.0,0.0,0.0
C₆H₁₂O₆,Fructosa,Carbohidrato,Azúcar de frutas. Cetoasa.,Tetraédrico,,3,24,180.156,12,6,0,6,0,0,0,0,24,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0,0,23,covalente_polar_H,0,22,21,6.4656,7.0457,0,1,0.9545,-0.2055,0.2341,-0.4918
C₅H₅N,Piridina,Amina,Base heterocíclica aromática.,Piramidal trigonal,,3,11,79.102,5,5,1,0,0,0,0,0,11,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,10,covalente_polar_H,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
C₁₇H₁₉NO₃,Morfina,Alcaloide,Analgésico opioide. Adormidera.,Variable,,4,40,285.343,19,17,1,3,0,0,0,0,40,1.118,6.333,5.667,0.3333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.0,0,0,39,covalente_polar_H,0,40,39,0.0,0.0,0,0,0.975,0.0,0.0,0.0
C₈H₁₁NO₂,Dopamina,Amina,Neurotransmisor. Motivación y placer.,Piramidal trigonal,,4,22,153.181,11,8,1,2,0,0,0,0,22,1.375,5.5,4.0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.0,0,0,21,covalente_polar_H,0,22,21,0.0,0.0,0,0,0.9545,0.0,0.0,0.0
C₉H₁₃NO₃,Adrenalina,Amina,Hormona del estrés. EpiPen.,Piramidal trigonal,,4,26,183.207,13,9,1,3,0,0,0,0,26,1.444,4.333,3.0,0.3333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1154,0.0,0,0,25,covalente_polar_H,0,26,25,0.0,0.0,0,0,0.9615,0.0,0.0,0.0
AgCl,Cloruro de plata,Haluro,Fotosensible. Fotografía analógica.,Iónico,,2,2,143.321,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.5,0,0,1,iónico,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
BaSO₄,Sulfato de bario,Sulfato,Opaco a rayos X. Radiodiagnóstico.,Tetraédrico (SO₄),,3,6,233.383,0,0,0,4,1,0,0,1,5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
AgNO₃,Nitrato de plata,Nitrato/Nitrito,Reactivo analítico. Platerería.,Trigonal plana / Angular,,3,5,169.872,0,0,1,3,0,0,0,1,4,0.0,0.0,0.0,0.3333,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Fe(OH)₂,Hidróxido de hierro II,Base/Hidróxido,Verde. Se oxida a Fe(OH)₃ al aire.,Octaédrico / Angular,,3,5,89.859,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Cu(OH)₂,Hidróxido de cobre II,Base/Hidróxido,Azul cielo. Reactivo de Fehling.,Octaédrico / Angular,,3,5,97.56,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Zn(OH)₂,Hidróxido de zinc,Base/Hidróxido,Anfótero. Crema de zinc.,Octaédrico / Angular,,3,5,99.394,2,0,0,2,0,0,0,1,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
H₂CO₃,Ácido carbónico,Ácido,Ácido débil. Bebidas carbonatadas.,Trigonal plana / Angular,,3,6,62.024,2,1,0,3,0,0,0,0,6,2.0,0.667,0.333,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,1,0,5,covalente_polar_H,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
H₂S,Sulfuro de hidrógeno,Compuesto inorgánico,Huevo podrido. Gas tóxico.,Variable,,2,3,34.076,2,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,covalente_polar,0,3,2,0.8073,1.94,0,1,0.6667,0.0,0.0,-0.5
PH₃,Fosfina,Compuesto inorgánico,Gas muy tóxico. Fumigante de granos.,Variable,,2,4,33.998,3,0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,covalente_polar,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
SiH₄,Silano,Compuesto inorgánico,Análogo del metano. Semiconductor.,Variable,,2,5,32.118,4,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,covalente_polar,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
OF₂,Difluoruro de oxígeno,Compuesto inorgánico,Oxidante. Ángulo 103°.,Variable,,2,3,53.995,0,0,0,1,0,0,2,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0,0,2,covalente_polar,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
N₂H₄,Hidrazina,Compuesto inorgánico,Combustible de cohetes. Tóxico.,Variable,,2,6,32.046,4,0,2,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,covalente_polar_H,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
C₆H₆,Benceno,Compuesto inorgánico,Cancerígeno. Solvente aromático.,Variable,,2,12,78.114,6,6,0,0,0,0,0,0,12,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,11,covalente_polar,0,12,12,4.0648,4.98,0,1,1.0,0.0,0.0,0.0
C₇H₈,Tolueno,Compuesto inorgánico,Disolvente. Pinturas. TNT precursor.,Variable,,2,15,92.141,8,7,0,0,0,0,0,0,15,1.143,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,14,covalente_polar,0,15,14,0.0,0.0,0,0,0.9333,0.0,0.0,0.0
Na₂SiO₃,Silicato de sodio,Compuesto inorgánico,Vidrio soluble. Adhesivo.,Variable,,3,6,122.063,0,0,0,3,0,0,0,2,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.3333,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
CaC₂,Carburo de calcio,Carburo/Nitruro,Produce acetileno con agua.,Iónico / Lineal,,2,3,64.1,0,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.3333,0,0,2,iónico,0,3,2,0.0,0.0,0,0,0.6667,0.0,0.0,0.0
SiC,Carburo de silicio,Carburo/Nitruro,Carborundo. Abrasivo duro.,Iónico / Lineal,,2,2,40.097,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,covalente_polar,0,2,1,0.0,0.0,0,0,0.5,0.0,0.0,0.0
Fe₃C,Carburo de hierro,Carburo/Nitruro,Cementita. Duro y frágil. Acero.,Iónico / Lineal,,2,4,179.546,0,1,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.75,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
Ca₃N₂,Nitruro de calcio,Carburo/Nitruro,Reacciona con agua formando NH₃.,Iónico / Lineal,,2,5,148.248,0,0,2,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.6,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
NaN₃,Azida de sodio,Compuesto inorgánico,Airbags. Se descompone explosivamente.,Variable,,2,4,65.011,0,0,3,0,0,0,0,1,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.25,0,0,3,iónico,0,4,3,0.0,0.0,0,0,0.75,0.0,0.0,0.0
NH₄Cl,Cloruro de amonio,Haluro,Fertilizante. Electrolito en pilas.,Iónico,,3,6,53.492,4,0,1,0,0,0,1,0,6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,5,covalente_polar_H,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
